cellID
1336.0
1398.0
1547.0
1873.0
1962.0
1968.0
2030.0
2115.0
2251.0
2256.0
2257.0
2384.0
2402.0
2467.0
2468.0
2474.0
2482.0
2577.0
2656.0
2894.0
3165.0
3504.0
3701.0
3783.0
3785.0
3845.0
4059.0
4309.0
4393.0
4466.0
4478.0
4848.0
5032.0
5038.0
5396.0
5759.0
5760.0
6013.0
6190.0
6366.0
6742.0
6856.0
7686.0
7697.0
7928.0
8411.0
8413.0
8514.0
8907.0
9084.0
10588.0
