cellID
372.0
726.0
1215.0
3432.0
3639.0
3711.0
3783.0
3817.0
3897.0
3927.0
4020.0
4059.0
4062.0
4102.0
4132.0
4165.0
4168.0
4175.0
4206.0
4208.0
4211.0
4289.0
4488.0
4516.0
4541.0
4585.0
4630.0
4769.0
4798.0
4811.0
4852.0
4853.0
4878.0
4927.0
5153.0
5155.0
5237.0
5272.0
5312.0
5318.0
5362.0
5453.0
5454.0
5541.0
5605.0
5641.0
5717.0
5830.0
5891.0
5892.0
5928.0
5931.0
5942.0
6056.0
6107.0
6153.0
6168.0
6173.0
6351.0
6490.0
6492.0
6537.0
6581.0
6641.0
6732.0
6786.0
6913.0
7057.0
7149.0
7181.0
