cell,timestr,velocity
1,2021-06-04 01:10:24,5.76670699643809
1,2021-06-04 01:14:40,4.666628833800459
2,2021-06-04 01:10:24,3.6995702120729574
2,2021-06-04 01:14:40,4.746446438729146
3,2021-06-04 01:10:24,2.0998196587227898
3,2021-06-04 01:14:40,1.0357997805773944
3,2021-06-04 01:18:56,2.8098924848741875
3,2021-06-04 01:25:20,2.157034892562446
3,2021-06-04 01:29:36,0.7008467782671071
3,2021-06-04 01:33:52,9.724129772024746
3,2021-06-04 01:40:16,2.2700271064265536
3,2021-06-04 01:44:32,0.10018488891110373
3,2021-06-04 01:48:48,0.055279554031160846
3,2021-06-04 01:55:12,0.10789993711377417
3,2021-06-04 01:59:28,4.181571804998218
5,2021-06-04 01:10:24,2.660283917462821
6,2021-06-04 01:10:24,5.332774237785228
6,2021-06-04 01:14:40,5.235029211761789
6,2021-06-04 01:18:56,4.678872150006916
6,2021-06-04 01:25:20,8.733395388801346
6,2021-06-04 01:29:36,7.058146018623645
6,2021-06-04 01:33:52,0.7586848589672112
6,2021-06-04 01:40:16,15.498471273789452
6,2021-06-04 01:44:32,0.3279104330707435
6,2021-06-04 01:48:48,6.518685991882324
6,2021-06-04 01:55:12,1.4904900781705528
6,2021-06-04 01:59:28,0.7078764912990546
7,2021-06-04 01:10:24,4.1395410729447
9,2021-06-04 01:10:24,5.565783729783294
9,2021-06-04 01:14:40,4.748478465994648
9,2021-06-04 01:18:56,5.997545546700892
9,2021-06-04 01:25:20,6.751785866945164
9,2021-06-04 01:29:36,6.7981243002440435
9,2021-06-04 01:33:52,6.0512456385625955
9,2021-06-04 01:40:16,8.65644866491245
9,2021-06-04 01:44:32,6.342007182928577
9,2021-06-04 01:48:48,13.014226869006821
9,2021-06-04 01:55:12,9.347207033539359
9,2021-06-04 01:59:28,9.146277616599782
9,2021-06-04 02:03:44,9.939549002268317
9,2021-06-04 02:10:08,12.243590014857887
9,2021-06-04 02:14:24,6.121765181173763
9,2021-06-04 02:18:40,1.4588940111218764
10,2021-06-04 01:10:24,3.2452340945955545
12,2021-06-04 01:10:24,3.927280272863068
12,2021-06-04 01:14:40,4.878930005825441
12,2021-06-04 01:18:56,7.123687421022926
13,2021-06-04 01:10:24,7.675652324666861
13,2021-06-04 01:14:40,6.145400977387931
13,2021-06-04 01:18:56,0.8356928434063358
14,2021-06-04 01:10:24,4.863325271591399
14,2021-06-04 01:14:40,4.629698184471905
14,2021-06-04 01:18:56,3.1728886746443465
14,2021-06-04 01:25:20,8.107569239667358
14,2021-06-04 01:29:36,0.4420801294432848
15,2021-06-04 01:10:24,9.063967800509605
15,2021-06-04 01:14:40,6.988318885071729
15,2021-06-04 01:18:56,8.337404045784252
15,2021-06-04 01:25:20,5.794983867700292
15,2021-06-04 01:29:36,5.3522014793054735
15,2021-06-04 01:33:52,5.7097752714366745
15,2021-06-04 01:40:16,6.716641267102679
15,2021-06-04 01:44:32,4.552343003829261
17,2021-06-04 01:10:24,4.9836754264569425
18,2021-06-04 01:10:24,16.20982750077242
18,2021-06-04 01:14:40,11.039273778195062
18,2021-06-04 01:18:56,4.54992984099657
18,2021-06-04 01:25:20,3.6204807537990042
18,2021-06-04 01:29:36,8.31365968640905
18,2021-06-04 01:33:52,2.446391464299163
18,2021-06-04 01:40:16,5.6066154882028485
18,2021-06-04 01:44:32,4.023063700919679
18,2021-06-04 01:48:48,0.7457463068823097
18,2021-06-04 01:55:12,0.6148013970466455
18,2021-06-04 01:59:28,5.375908357698003
18,2021-06-04 02:03:44,11.989148409631383
18,2021-06-04 02:10:08,18.207749648348727
18,2021-06-04 02:14:24,2.0609282422733255
18,2021-06-04 02:18:40,21.771596786591
19,2021-06-04 01:10:24,15.262233918729816
19,2021-06-04 01:14:40,14.462884630113543
19,2021-06-04 01:18:56,14.343340720343509
19,2021-06-04 01:25:20,13.841692846937764
19,2021-06-04 01:29:36,9.183496845715162
19,2021-06-04 01:33:52,7.5703647913000545
20,2021-06-04 01:10:24,8.335861412523027
20,2021-06-04 01:14:40,8.002549399394457
21,2021-06-04 01:10:24,9.8614023738469
22,2021-06-04 01:10:24,4.934061987155156
22,2021-06-04 01:14:40,7.582411026557572
23,2021-06-04 01:10:24,11.35933008550949
23,2021-06-04 01:14:40,10.965988950225539
23,2021-06-04 01:18:56,4.63968168062994
29,2021-06-04 01:10:24,9.086974776970832
30,2021-06-04 01:10:24,11.654423947534042
30,2021-06-04 01:14:40,11.517501637362056
31,2021-06-04 01:10:24,13.360994715387093
32,2021-06-04 01:10:24,11.733439831654637
32,2021-06-04 01:14:40,9.181285906018475
32,2021-06-04 01:18:56,11.260943187783294
32,2021-06-04 01:25:20,12.880449984445177
32,2021-06-04 01:29:36,10.464560280533442
32,2021-06-04 01:33:52,9.261319096910102
32,2021-06-04 01:40:16,9.454246864980911
32,2021-06-04 01:44:32,11.055259954892062
32,2021-06-04 01:48:48,12.879603732157204
32,2021-06-04 01:55:12,10.281560534439906
32,2021-06-04 01:59:28,7.8300924108479135
32,2021-06-04 02:03:44,8.023738812360653
32,2021-06-04 02:10:08,9.027753408266975
32,2021-06-04 02:14:24,12.837149656340179
32,2021-06-04 02:18:40,10.621548506020336
32,2021-06-04 02:25:04,14.005197225481618
32,2021-06-04 02:29:20,8.714031971484214
32,2021-06-04 02:33:36,7.0456006466357595
32,2021-06-04 02:40:00,3.8429796561731253
32,2021-06-04 02:44:16,19.852390742543538
32,2021-06-04 02:48:32,22.79913382732497
32,2021-06-04 02:54:56,3.619749471867962
32,2021-06-04 02:59:12,11.922593927603963
32,2021-06-04 03:05:36,9.535684307461562
32,2021-06-04 03:09:52,6.565876344961489
33,2021-06-04 01:10:24,11.73048667777117
33,2021-06-04 01:14:40,9.417855669594537
34,2021-06-04 01:10:24,11.248679333022222
34,2021-06-04 01:14:40,14.401128224095261
34,2021-06-04 01:18:56,22.37569346558058
34,2021-06-04 01:25:20,19.65716135251305
34,2021-06-04 01:29:36,6.515025132872934
35,2021-06-04 01:10:24,8.33748566997135
36,2021-06-04 01:10:24,8.236920628141338
36,2021-06-04 01:14:40,3.2471209999884816
38,2021-06-04 01:10:24,5.787917730617189
38,2021-06-04 01:14:40,17.64248804656091
39,2021-06-04 01:10:24,16.087874828898908
40,2021-06-04 01:10:24,9.698032631897489
40,2021-06-04 01:14:40,9.854356255039885
40,2021-06-04 01:18:56,10.232622510629286
40,2021-06-04 01:25:20,10.073840213961217
41,2021-06-04 01:10:24,25.20947780161363
41,2021-06-04 01:14:40,8.859900916521347
42,2021-06-04 01:10:24,15.181336621278973
42,2021-06-04 01:14:40,12.135498294567974
42,2021-06-04 01:18:56,11.36327598819587
42,2021-06-04 01:25:20,20.387185157904703
44,2021-06-04 01:10:24,9.475450143090988
46,2021-06-04 01:10:24,10.139075471248347
46,2021-06-04 01:14:40,8.136912084497535
46,2021-06-04 01:18:56,6.984654412676384
