frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,latitude,longitude,cell,time_cell,flag
0,109,416.3916221353776,188.04882082123143,37,250,72,0,2021-06-22 11:05:36,5296574.024894645,334179.4275310226,2,0.0,72.0
1,106,423.79617239356776,192.35735915857416,15,250,294,256,2021-06-22 11:09:52,5301777.984962945,337408.3293367274,2,256.0,72.0
2,16,428.2933171261222,194.0428730777102,202,260,460,512,2021-06-22 11:14:08,5304955.389841162,338701.8392572871,2,512.0,72.0
3,19,434.301021854193,196.74954094176837,239,260,675,896,2021-06-22 11:20:32,5309188.879016678,340752.3371056527,2,896.0,72.0
4,16,438.78415750268607,199.30991264283816,200,260,893,1152,2021-06-22 11:24:48,5312336.026673162,342665.9489841559,2,1152.0,72.0
5,17,443.54634845437744,202.91549965115925,104,260,1110,1408,2021-06-22 11:29:04,5315660.350486958,345327.61116389965,2,1408.0,72.0
6,19,451.4870807663168,206.6748326025628,72,260,1338,1792,2021-06-22 11:35:28,5321244.341542587,348155.5178940577,2,1792.0,72.0
7,20,454.0076508707229,208.52667375023424,96,260,1557,2048,2021-06-22 11:39:44,5323003.443058448,349520.65784432786,2,2048.0,72.0
8,117,462.5943194456327,212.79006983169012,33,250,1849,2304,2021-06-22 11:44:00,5329031.880028085,352711.2750420618,2,0.0,1116.0
9,106,467.16383484674265,215.56568108495173,120,250,2067,2688,2021-06-22 11:50:24,5332228.646559211,354766.5656752471,2,384.0,1116.0
10,201,470.7239477679111,217.47143125826443,31,240,2356,2944,2021-06-22 11:54:40,5334723.031061507,356184.00104030414,2,640.0,1116.0
11,203,478.5779139959804,221.4147397536746,32,240,2568,3200,2021-06-22 11:58:56,5340228.07388616,359121.62487292814,2,256.0,1404.0
12,228,486.6837594254088,223.88900317849163,88,240,2814,3584,2021-06-22 12:05:20,5345932.839819843,361016.9945351491,2,640.0,1404.0
13,234,494.3177127141188,225.512313665509,32,240,3056,3840,2021-06-22 12:09:36,5351312.520114581,362298.2501923359,2,896.0,1404.0
14,212,498.7196133463967,227.6179452631044,180,240,3273,4096,2021-06-22 12:13:52,5354392.697170855,363863.6780778669,2,1152.0,1404.0
15,191,506.21036229733846,230.8453980328239,218,240,3473,4480,2021-06-22 12:20:16,5359636.894106407,366272.3611460568,2,1536.0,1404.0
16,213,515.2147076793296,234.3643345068448,290,240,3691,4736,2021-06-22 12:24:32,5365941.271318308,368907.3563349915,2,0.0,2110.0
17,219,521.2000442199084,237.2861124019595,422,240,3916,4992,2021-06-22 12:28:48,5370119.516475219,371066.95237753296,2,256.0,2110.0
18,213,528.0900376315533,240.62825904119023,530,240,4125,5376,2021-06-22 12:35:12,5374926.084388051,373534.1351315923,2,640.0,2110.0
19,195,536.1041774324726,244.43402581707733,572,240,4322,5632,2021-06-22 12:39:28,5380514.510064696,376341.24548099784,2,896.0,2110.0
20,188,543.615722492838,247.33129655774405,733,240,4519,5888,2021-06-22 12:43:44,5385758.547664883,378496.051158183,2,1152.0,2110.0
21,182,551.6416898682938,250.73556017086327,756,240,4698,6272,2021-06-22 12:50:08,5391352.416216537,381011.08275910944,2,1536.0,2110.0
22,195,560.6390364642124,253.6196880703416,736,240,4898,6528,2021-06-22 12:54:24,5397631.660142003,383170.2350489657,2,,
23,196,570.3948121712123,257.49651194104524,695,240,5092,6784,2021-06-22 12:58:40,5404422.1986283325,386031.9174637989,2,,
24,206,580.5705121114667,260.5096620805849,617,240,5298,7168,2021-06-22 13:05:04,5411511.900227839,388287.79826394387,2,,
25,202,589.7342874339606,260.59641851624167,739,240,5504,7424,2021-06-22 13:09:20,5417925.91048496,388476.95053733507,2,0.0,3020.0
26,189,594.0167286497007,256.6995264890691,817,240,5693,7680,2021-06-22 13:13:36,5420976.5483471695,385812.04231097543,2,256.0,3020.0
27,205,609.7199738562183,269.360265419157,352,240,5892,8064,2021-06-22 13:20:00,5431772.531283666,394872.88143150776,2,0.0,3188.0
28,207,617.9675692440011,272.3951616098929,269,240,6091,8320,2021-06-22 13:24:16,5437485.678541257,397097.75169185374,2,256.0,3188.0
