frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,latitude,longitude,cell,time_cell,flag
22,32,468.4458477317252,224.8058094739746,87,260,1754,6528,2021-06-18 13:54:08,5332976.626738299,361352.86986518407,1,0.0,952.0
23,96,474.9001388071584,225.93759868784596,98,250,1877,6912,2021-06-18 14:00:32,5337539.967043241,362267.22633821296,1,384.0,952.0
24,194,486.4575194993714,225.49970759624668,14,220,2021,7168,2021-06-18 14:04:48,5345744.73413606,362154.59430491895,1,0.0,1071.0
25,201,489.9385144817765,227.93914868491268,165,220,2121,7424,2021-06-18 14:09:04,5348169.607959438,363942.3457525703,1,256.0,1071.0
26,195,491.03554399781785,227.6451454557704,231,220,2220,7808,2021-06-18 14:15:28,5348951.807490847,363752.67700707243,1,640.0,1071.0
27,196,496.5664296153018,229.68497433268928,597,220,2320,8064,2021-06-18 14:19:44,5352833.998274445,365290.2642946903,1,896.0,1071.0
28,194,502.59541066367024,232.62119851087863,991,220,2424,8320,2021-06-18 14:24:00,5357050.980173266,367468.0995682339,1,1152.0,1071.0
29,184,507.36569004577785,234.9421317461037,1244,220,2520,8704,2021-06-18 14:30:24,5360386.108616108,369187.43793027254,1,1536.0,1071.0
30,185,512.6482657893802,237.22408537461567,1547,220,2616,8960,2021-06-18 14:34:40,5364082.278372374,370885.5282179506,1,1792.0,1071.0
31,189,516.8580178363945,238.8000385150776,1639,220,2715,9216,2021-06-18 14:38:56,5367030.059056218,372065.9705749404,1,2048.0,1071.0
32,181,520.6850609273863,240.3518677648981,1876,220,2809,9600,2021-06-18 14:45:20,5369707.135515871,373222.1466465021,1,2432.0,1071.0
33,174,522.3668997633054,241.94188183833103,2355,220,2899,9856,2021-06-18 14:49:36,5370868.82786015,374370.5918209818,1,2688.0,1071.0
34,182,524.7029955999941,243.1374532610432,2618,220,2998,10240,2021-06-18 14:56:00,5372498.353344228,375250.49754466495,1,3072.0,1071.0
35,175,527.2626732657076,244.557541228244,2962,220,3088,10496,2021-06-18 15:00:16,5374281.327556635,376291.689799489,1,3328.0,1071.0
36,171,530.4088728554416,245.88387653931463,3236,220,3182,10752,2021-06-18 15:04:32,5376479.193672183,377275.12427310797,1,3584.0,1071.0
37,175,534.9950854287906,247.306424688174,3320,220,3277,11008,2021-06-18 15:08:48,5379689.378272567,378347.5307480999,1,3840.0,1071.0
38,168,539.8681805255593,248.957016386918,3633,220,3365,11392,2021-06-18 15:15:12,5383096.061905524,379583.6365526563,1,4224.0,1071.0
39,170,543.7391132382869,250.67651315327876,3656,220,3458,11648,2021-06-18 15:19:28,5385795.010759951,380851.8390424852,1,4480.0,1071.0
40,176,550.6926697194693,253.5670673407237,3379,220,3563,11904,2021-06-18 15:23:44,5390643.42630872,382987.6606672153,1,4736.0,1071.0
41,165,555.9535406317137,256.3263570186943,3653,220,3658,12288,2021-06-18 15:30:08,5394301.035706977,385003.36420699616,1,5120.0,1071.0
42,166,559.9252825914816,257.743482562889,3472,220,3754,12544,2021-06-18 15:34:24,5397070.879982858,386055.7262368838,1,5376.0,1071.0
43,180,564.3858272755983,258.87680297247044,3368,220,3864,12800,2021-06-18 15:38:40,5400186.447863017,386914.79253924126,1,5632.0,1071.0
44,186,568.9921504260685,260.5734741427182,3325,220,3983,13184,2021-06-18 15:45:04,5403394.9063081,388170.2063876592,1,6016.0,1071.0
45,187,573.5591546507898,261.65093377653074,3270,220,4102,13440,2021-06-18 15:49:20,5406582.643758666,388989.5874572341,1,6272.0,1071.0
46,181,576.7470351079484,262.0715107587453,2667,220,4214,13824,2021-06-18 15:55:44,5408811.2431855835,389328.7002572987,1,6656.0,1071.0
47,172,582.4359526329341,263.64896784430704,2158,220,4317,14080,2021-06-18 16:00:00,5412774.880628127,390512.3027272506,1,6912.0,1071.0
48,171,586.6101338661862,264.3360463164484,2052,220,4422,14336,2021-06-18 16:04:16,5415687.880658742,391050.5551467617,1,7168.0,1071.0
49,172,590.1532187366998,266.0789855093188,1931,220,4526,14592,2021-06-18 16:08:32,5418143.543282591,392318.37045473384,1,7424.0,1071.0
50,169,596.0269457457259,267.35587128953665,1793,220,4623,14976,2021-06-18 16:14:56,5422234.261626535,393290.4483550328,1,7808.0,1071.0
51,169,604.6296648451512,268.46012226518906,1429,220,4718,15232,2021-06-18 16:19:12,5428230.55355937,394176.93869384704,1,8064.0,1071.0
52,165,613.0581246386088,270.0739939721298,1201,220,4812,15616,2021-06-18 16:25:36,5434092.20187852,395414.9357305929,1,8448.0,1071.0
53,181,616.0960148311897,270.03171818416166,942,220,4921,15872,2021-06-18 16:29:52,5436211.82376389,395425.4547524546,1,8704.0,1071.0
54,175,622.3884804566899,270.94584461122065,671,220,5024,16128,2021-06-18 16:34:08,5440585.95260769,396145.22012099443,1,8960.0,1071.0
55,186,628.2203798340574,273.36644869733203,318,220,5133,16512,2021-06-18 16:40:32,5444616.7925216,397906.8761179082,1,9344.0,1071.0
56,175,635.5117145259208,276.4418694351623,111,220,5235,16768,2021-06-18 16:44:48,5449652.255856894,400140.0006715631,1,9600.0,1071.0
