frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,latitude,longitude,cell,time_cell,flag
120,54,847.28379275413,538.4676074075049,37,260,16476,36096,2021-06-04 11:05:36,5594721.866115731,580220.1046429342,10,0.0,4585.0
121,135,855.9230692651164,542.998425810486,24,250,16673,36352,2021-06-04 11:09:52,5600616.232204065,583195.4216649274,10,256.0,4585.0
122,120,855.4152174593935,543.0432666979387,70,250,16815,36608,2021-06-04 11:14:08,5600273.133744555,583231.1897129032,10,512.0,4585.0
123,179,855.9989476451143,547.7496808639438,28,240,16987,36992,2021-06-04 11:20:32,5600719.417474643,586408.0821657104,10,896.0,4585.0
124,194,855.7139368258897,548.0613143795937,40,240,17157,37248,2021-06-04 11:24:48,5600530.068297451,586622.0260854049,10,1152.0,4585.0
125,182,855.7078654786413,552.4751543607838,24,240,17312,37504,2021-06-04 11:29:04,5600576.010367727,589607.4301997925,10,1408.0,4585.0
126,192,850.0284179831344,549.5602359975696,75,240,17476,37888,2021-06-04 11:35:28,5596699.623524009,587699.95625414,10,1792.0,4585.0
127,193,856.3328055771372,557.1707473279718,19,240,17637,38144,2021-06-04 11:39:44,5601053.764566345,592775.8736651423,10,2048.0,4585.0
128,188,847.2609785043346,552.496508951365,32,240,17789,38400,2021-06-04 11:44:00,5594859.707574232,589719.3172463777,10,2304.0,4585.0
129,209,847.1185945849721,555.4023165910538,60,240,17969,38784,2021-06-04 11:50:24,5594797.21426464,591688.5074167752,10,2688.0,4585.0
130,212,847.0032740097531,557.2128482422307,35,240,18151,39040,2021-06-04 11:54:40,5594740.638211283,592915.8029127903,10,2944.0,4585.0
131,213,847.0215340743085,561.6353548508789,38,240,18332,39296,2021-06-04 11:58:56,5594806.692001878,595910.1297360385,10,3200.0,4585.0
132,218,847.1675056255483,562.0777090120732,44,240,18522,39680,2021-06-04 12:05:20,5594910.970598232,596207.8482003495,10,3584.0,4585.0
133,213,847.2198956174883,565.4680897114216,83,240,18703,39936,2021-06-04 12:09:36,5594988.881767157,598502.8328936135,10,3840.0,4585.0
134,216,847.1569079802827,567.392810672103,67,240,18888,40192,2021-06-04 12:13:52,5594970.7849876275,599806.8615758405,10,4096.0,4585.0
135,202,847.1880924277967,571.4004700709678,32,240,19057,40576,2021-06-04 12:20:16,5595044.031740195,602520.0212418087,10,4480.0,4585.0
136,214,847.0771649102848,571.9718974809119,56,240,19245,40832,2021-06-04 12:24:32,5594976.488459488,602908.3920514014,10,4736.0,4585.0
137,215,847.2666962212393,575.9247036050543,33,240,19441,41088,2021-06-04 12:28:48,5595157.7799506625,605582.2937989254,10,4992.0,4585.0
138,147,847.3793563345232,578.2938389638917,98,250,19584,41472,2021-06-04 12:35:12,5595266.455540426,607184.8365466029,10,5376.0,4585.0
139,147,847.4722374485095,580.9049563358941,115,250,19773,41728,2021-06-04 12:39:28,5595365.619204204,608951.4686013508,10,5632.0,4585.0
140,153,847.5341461896459,583.9452998070561,100,250,19968,41984,2021-06-04 12:43:44,5595450.530337736,611009.1169821557,10,5888.0,4585.0
141,151,847.674188922706,588.3753558227277,74,250,20160,42368,2021-06-04 12:50:08,5595609.428673567,614006.4341052906,10,6272.0,4585.0
142,149,847.7429745948588,591.1106714967389,78,250,20354,42624,2021-06-04 12:54:24,5595696.423365684,615857.3402727249,10,6528.0,4585.0
143,163,847.8072267064816,594.3722722608062,76,250,20552,42880,2021-06-04 12:58:40,5595788.980476599,618064.6059711659,10,6784.0,4585.0
144,154,847.8491014893693,596.186847320268,66,250,20744,43264,2021-06-04 13:05:04,5595845.022897557,619292.4567510808,10,7168.0,4585.0
145,82,847.8276808426031,599.3164351325852,125,260,20895,43520,2021-06-04 13:09:20,5595878.964975352,621411.5717973309,10,7424.0,4585.0
146,91,847.3801100231958,602.400318675938,138,260,21115,43776,2021-06-04 13:13:36,5595624.565563345,623506.5426074881,10,7680.0,4585.0
147,68,843.7948445275933,605.5672929931519,112,260,21313,44160,2021-06-04 13:20:00,5593247.024578189,625708.746559981,10,8064.0,4585.0
148,67,842.8526422333161,608.546243689788,128,260,21507,44416,2021-06-04 13:24:16,5592657.369243868,627742.0289008688,10,8320.0,4585.0
149,67,841.0796970949079,612.4650899410854,129,260,21700,44672,2021-06-04 13:28:32,5591521.131744526,630426.5884003513,10,8576.0,4585.0
150,74,839.3066516463814,614.2240779921226,91,260,21903,45056,2021-06-04 13:34:56,5590349.066013452,631648.4758683356,10,8960.0,4585.0
151,66,839.0505794691564,618.1270537089997,64,260,22092,45312,2021-06-04 13:39:12,5590242.214599958,634298.1554286813,10,9216.0,4585.0
