frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,latitude,longitude,cell,time_cell,flag
108,53,1058.3692217363384,496.86384024953367,76,260,14794,32384,2021-06-04 10:03:44,5735371.3520854,550643.4712666719,6,0.0,4175.0
109,60,1059.276585146618,499.0461204862961,121,260,14925,32768,2021-06-04 10:10:08,5735983.858020106,552074.9887381559,6,384.0,4175.0
110,59,1059.6090509530409,501.7499775438052,161,260,15053,33024,2021-06-04 10:14:24,5736221.657192035,553853.8192020289,6,640.0,4175.0
111,51,1058.5868660886547,504.2206766557208,205,260,15188,33280,2021-06-04 10:18:40,5735565.853394396,555488.6929763241,6,896.0,4175.0
112,56,1057.5883456732336,506.9748410042123,226,260,15310,33664,2021-06-04 10:25:04,5734928.293876188,557310.6558799135,6,1280.0,4175.0
113,67,1059.0788903349912,508.8923238415929,308,260,15467,33920,2021-06-04 10:29:20,5735924.905142344,558562.6034625261,6,1536.0,4175.0
114,68,1061.1877235136046,510.57579662331136,378,260,15616,34176,2021-06-04 10:33:36,5737326.948769576,559655.1446449562,6,1792.0,4175.0
115,144,1069.6473662779874,506.7789905138878,38,250,15811,34560,2021-06-04 10:40:00,5742866.516221714,557091.3817833264,6,2176.0,4175.0
116,134,1072.6769912136256,510.7855746527944,123,250,15950,34816,2021-06-04 10:44:16,5744890.035252567,559703.382821008,6,2432.0,4175.0
117,175,1069.8089545060209,512.7124183646774,97,240,16113,35072,2021-06-04 10:48:32,5743018.744320975,560993.350911406,6,2688.0,4175.0
118,182,1072.1086025473512,515.4762000848627,153,240,16255,35456,2021-06-04 10:54:56,5744553.911230892,562792.5145875415,6,3072.0,4175.0
119,217,1069.719631533714,519.1365862679467,99,230,16425,35712,2021-06-04 10:59:12,5743013.084515792,565220.0940782177,6,3328.0,4175.0
120,229,1069.6428398225312,523.3227933294412,106,230,16575,36096,2021-06-04 11:05:36,5742999.08155773,567974.6164976087,6,3712.0,4175.0
121,228,1069.5000620188212,524.1674777766844,137,230,16727,36352,2021-06-04 11:09:52,5742912.684565441,568531.5541902296,6,3968.0,4175.0
122,211,1069.427494613688,525.6506380427005,115,230,16867,36608,2021-06-04 11:14:08,5742878.345729773,569507.8940311979,6,4224.0,4175.0
123,225,1069.361962603613,528.2994110650723,104,230,17015,36992,2021-06-04 11:20:32,5742859.649445254,571251.0486160375,6,4608.0,4175.0
124,237,1066.4079360427218,531.7839788630523,132,230,17183,37248,2021-06-04 11:24:48,5740948.911689328,573571.8807777773,6,4864.0,4175.0
125,222,1062.0046161879357,536.1062749020413,166,230,17334,37504,2021-06-04 11:29:04,5738092.674074895,576460.4859409068,6,5120.0,4175.0
126,234,1061.134823458141,537.7464032262664,126,230,17501,37888,2021-06-04 11:35:28,5737536.145796021,577549.3695237023,6,5504.0,4175.0
127,231,1060.2582026314726,541.4672967496957,70,230,17659,38144,2021-06-04 11:39:44,5736997.274267618,580008.9831979724,6,5760.0,4175.0
128,234,1060.062955167737,543.6744556822048,86,230,17816,38400,2021-06-04 11:44:00,5736892.048571859,581464.7923835152,6,6016.0,4175.0
129,253,1057.2934963072332,547.0218568141614,158,230,17995,38784,2021-06-04 11:50:24,5735103.606721431,583699.9380169715,6,6400.0,4175.0
130,256,1059.736193401522,549.9989982225271,24,230,18180,39040,2021-06-04 11:54:40,5736745.969045929,585634.1227648653,6,6656.0,4175.0
131,258,1050.8007118017451,553.0767605908886,92,230,18360,39296,2021-06-04 11:58:56,5730891.512654593,587763.9856897542,6,6912.0,4175.0
132,265,1050.6337132031424,555.1305660048035,35,230,18549,39680,2021-06-04 12:05:20,5730805.108819629,589120.2860830219,6,7296.0,4175.0
133,223,1049.2572606182011,558.4078361362007,196,240,18707,39936,2021-06-04 12:09:36,5729936.072760008,591297.9797518279,6,7552.0,4175.0
134,223,1046.4903031448468,560.2517036241796,144,240,18891,40192,2021-06-04 12:13:52,5728132.6107566925,592547.624743283,6,7808.0,4175.0
135,210,1041.0034077625662,564.4965096850461,14,240,19061,40576,2021-06-04 12:20:16,5724563.064355123,595416.8581681766,6,8192.0,4175.0
136,167,1039.972984131562,565.6836870215794,274,250,19214,40832,2021-06-04 12:24:32,5723897.315644508,596213.6841350937,6,8448.0,4175.0
137,166,1033.22578014962,568.1738249188635,142,250,19407,41088,2021-06-04 12:28:48,5719471.065977222,597944.4692651677,6,8704.0,4175.0
138,157,1030.421469933042,569.5836338162286,90,250,19587,41472,2021-06-04 12:35:12,5717635.287040036,598912.5022481867,6,9088.0,4175.0
139,158,1027.929026201257,572.3412223356224,179,250,19778,41728,2021-06-04 12:39:28,5716022.985793488,600768.575109872,6,9344.0,4175.0
140,162,1026.1578107928667,575.5437238343115,139,250,19971,41984,2021-06-04 12:43:44,5714893.771374859,602910.5734055825,6,9600.0,4175.0
141,160,1023.7538491716414,578.8207283119575,130,250,20163,42368,2021-06-04 12:50:08,5713347.446935428,605111.5174320572,6,9984.0,4175.0
142,158,1022.8622218956144,580.6249529694092,133,250,20355,42624,2021-06-04 12:54:24,5712782.287184659,606317.8586062654,6,10240.0,4175.0
143,171,1021.80394954142,583.2283328286104,73,250,20553,42880,2021-06-04 12:58:40,5712118.290407362,608055.7965431873,6,10496.0,4175.0
144,161,1021.8021828305368,583.8325159584566,40,250,20745,43264,2021-06-04 13:05:04,5712125.6582953995,608455.7834260843,6,10880.0,4175.0
145,102,1022.2499623235132,588.1798959842068,48,260,20908,43520,2021-06-04 13:09:20,5712484.427144584,611326.9173401375,6,11136.0,4175.0
146,112,1022.0096741335592,592.8994181834702,45,260,21129,43776,2021-06-04 13:13:36,5712394.956991748,614454.309795542,6,11392.0,4175.0
