frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,latitude,longitude,cell,time_cell,flag
53,24,577.4769519522473,890.5033662150836,32,260,7609,15872,2021-06-21 18:29:20,48.8270202696879,13.492139532609384,1,0.0,4539.0
54,26,580.8105443308725,890.8146660125926,132,260,7770,16128,2021-06-21 18:33:36,48.84803016370621,13.495111881368711,1,256.0,4539.0
55,79,585.600949128293,894.2330073238519,73,250,7958,16512,2021-06-21 18:40:00,48.87820879749608,13.527747761077006,1,640.0,4539.0
56,146,594.305817131522,900.5006030097634,33,240,8167,16768,2021-06-21 18:44:16,48.932995958137056,13.58758691475939,1,0.0,4858.0
57,149,596.0965283747913,903.3543111808075,102,240,8339,17024,2021-06-21 18:48:32,48.94426031223309,13.614832886916222,1,256.0,4858.0
58,205,602.4085915962902,909.9362728212815,36,230,8547,17408,2021-06-21 18:54:56,48.98394374984394,13.677673365796899,1,0.0,5080.0
59,210,602.4370653644434,909.9856196371319,44,230,8724,17664,2021-06-21 18:59:12,48.984122645016626,13.678144491374328,1,256.0,5080.0
60,194,602.4983540035465,903.388944557132,54,230,8883,18048,2021-06-21 19:05:36,48.98450770967042,13.615163539849709,1,640.0,5080.0
61,144,604.9871331204457,907.1913464656299,648,240,9018,18304,2021-06-21 19:09:52,49.00014422702551,13.651466912715359,1,896.0,5080.0
62,182,602.5233624147484,896.0004486470484,133,230,9198,18560,2021-06-21 19:14:08,48.98466483267628,13.54462288990555,1,0.0,5477.0
63,182,605.7458557364673,897.6596253812667,308,230,9355,18944,2021-06-21 19:20:32,49.004911134330605,13.560463437740193,1,384.0,5477.0
64,181,609.1503827797311,899.324884959463,339,230,9512,19200,2021-06-21 19:24:48,49.026292915555715,13.576362059907135,1,640.0,5477.0
65,195,611.1982225543273,901.2446697426932,552,230,9671,19456,2021-06-21 19:29:04,49.03914746980447,13.594690926994176,1,896.0,5477.0
66,186,612.3426285106168,900.1859936761339,540,230,9827,19840,2021-06-21 19:35:28,49.046331878280505,13.584583265964294,1,1280.0,5477.0
67,196,613.9861225595477,898.7249078010967,649,230,10002,20096,2021-06-21 19:39:44,49.0566450943392,13.570633937832621,1,1536.0,5477.0
68,193,617.5120895720348,899.6203510946011,663,230,10174,20352,2021-06-21 19:44:00,49.07876539328165,13.579182944114734,1,1792.0,5477.0
69,179,620.4883241145908,899.8316174509464,668,230,10333,20736,2021-06-21 19:50:24,49.097430438401744,13.581199953366685,1,2176.0,5477.0
70,188,625.2534164411901,903.6578571489232,609,230,10509,20992,2021-06-21 19:54:40,49.12729783330107,13.617730911176558,1,2432.0,5477.0
71,183,630.1933915780685,909.1215586608598,627,230,10679,21248,2021-06-21 19:58:56,49.158242628401226,13.669895099405162,1,2688.0,5477.0
72,197,636.9573824259525,914.0105672265302,511,230,10856,21632,2021-06-21 20:05:20,49.20058100577759,13.716572559838099,1,3072.0,5477.0
73,191,642.7580811497543,907.1714624536124,546,230,11026,21888,2021-06-21 20:09:36,49.23686025621203,13.65127707540809,1,3328.0,5477.0
