cellID,occ
2,5.0
5,5.0
16,5.0
19,10.0
20,30.0
27,15.0
28,35.0
29,65.0
30,20.0
32,30.0
36,45.0
37,25.0
38,5.0
39,20.0
40,25.0
43,20.0
49,40.0
50,5.0
51,55.0
52,10.0
53,15.0
54,15.0
56,5.0
57,35.0
58,10.0
59,10.0
62,5.0
63,70.0
64,5.0
65,15.0
67,25.0
70,35.0
74,5.0
75,5.0
76,15.0
77,30.0
80,5.0
81,20.0
82,10.0
83,20.0
85,5.0
87,10.0
88,5.0
92,5.0
94,5.0
96,5.0
97,15.0
98,10.0
101,5.0
105,5.0
107,10.0
108,5.0
109,30.0
111,70.0
112,35.0
113,15.0
114,105.0
115,45.0
116,10.0
117,30.0
119,10.0
120,20.0
122,5.0
124,5.0
126,155.0
127,5.0
128,40.0
129,30.0
132,70.0
133,10.0
134,25.0
137,20.0
138,5.0
140,25.0
141,5.0
152,5.0
153,30.0
154,5.0
155,25.0
156,15.0
163,5.0
164,15.0
165,20.0
167,5.0
168,10.0
171,10.0
174,5.0
176,10.0
177,5.0
178,5.0
179,5.0
182,5.0
183,5.0
186,10.0
188,95.0
189,35.0
190,10.0
191,45.0
193,5.0
194,10.0
195,5.0
197,20.0
198,15.0
199,10.0
200,65.0
202,15.0
203,5.0
205,10.0
206,5.0
211,20.0
213,5.0
215,50.0
217,40.0
219,10.0
224,30.0
226,10.0
228,15.0
230,5.0
232,5.0
235,20.0
243,10.0
245,25.0
246,55.0
258,80.0
260,30.0
263,70.0
264,40.0
265,15.0
266,55.0
267,5.0
268,65.0
270,20.0
271,5.0
272,5.0
273,10.0
274,5.0
275,15.0
276,45.0
278,185.0
279,5.0
280,10.0
281,50.0
283,10.0
286,5.0
290,15.0
296,15.0
297,50.0
300,20.0
308,10.0
309,10.0
310,10.0
312,15.0
313,25.0
315,10.0
318,5.0
322,30.0
331,5.0
335,5.0
336,5.0
338,30.0
341,5.0
343,5.0
344,10.0
348,5.0
353,5.0
366,5.0
373,10.0
375,5.0
376,10.0
377,5.0
379,30.0
381,5.0
383,5.0
384,10.0
392,5.0
396,50.0
397,10.0
398,20.0
401,135.0
403,10.0
404,5.0
406,10.0
410,5.0
411,5.0
412,25.0
413,10.0
414,5.0
415,10.0
418,5.0
424,20.0
427,5.0
437,5.0
442,205.0
445,10.0
446,5.0
449,10.0
450,30.0
453,5.0
455,10.0
462,25.0
466,20.0
471,5.0
472,20.0
475,10.0
484,5.0
486,10.0
489,5.0
491,5.0
492,5.0
493,10.0
494,5.0
495,5.0
498,5.0
499,40.0
502,10.0
507,5.0
508,5.0
509,5.0
510,15.0
512,60.0
513,120.0
515,5.0
516,10.0
517,5.0
521,10.0
529,10.0
534,10.0
535,5.0
536,10.0
539,75.0
540,15.0
545,5.0
546,5.0
548,5.0
549,15.0
551,15.0
553,55.0
554,55.0
558,5.0
560,15.0
561,5.0
563,10.0
564,20.0
566,55.0
568,15.0
573,5.0
574,5.0
577,5.0
578,5.0
580,5.0
583,5.0
587,5.0
588,5.0
593,25.0
594,5.0
598,5.0
600,5.0
601,35.0
605,5.0
608,60.0
612,5.0
613,15.0
614,5.0
618,5.0
620,5.0
625,5.0
627,5.0
629,5.0
633,5.0
651,5.0
652,5.0
653,35.0
655,5.0
657,5.0
659,20.0
660,15.0
663,5.0
664,5.0
669,30.0
673,20.0
682,20.0
683,5.0
684,40.0
685,5.0
686,20.0
687,15.0
689,5.0
692,10.0
693,5.0
694,5.0
695,10.0
696,5.0
700,5.0
709,5.0
712,5.0
713,5.0
714,50.0
719,5.0
725,70.0
726,75.0
727,5.0
729,10.0
734,15.0
735,5.0
742,5.0
743,10.0
744,45.0
750,10.0
752,10.0
753,5.0
755,5.0
758,15.0
759,25.0
763,5.0
765,5.0
767,10.0
773,35.0
774,40.0
776,15.0
777,15.0
778,10.0
785,30.0
786,15.0
788,10.0
790,35.0
