cell,timestr,mindist
2,2021-07-04 13:34:56,76.41696634422743
5,2021-07-04 13:34:56,97.06786423156788
16,2021-07-04 13:34:56,69.1581005532403
19,2021-07-04 13:34:56,68.4888593223275
20,2021-07-04 13:34:56,113.66367013502895
27,2021-07-04 13:34:56,38.726886932062456
28,2021-07-04 13:34:56,38.726886932062456
29,2021-07-04 13:34:56,33.76226339873024
30,2021-07-04 13:34:56,47.04789492339962
32,2021-07-04 13:34:56,66.21400363618585
36,2021-07-04 13:34:56,84.28248775526005
37,2021-07-04 13:34:56,84.28248775526005
38,2021-07-04 13:34:56,98.70172245085999
39,2021-07-04 13:34:56,63.878835643642596
40,2021-07-04 13:34:56,61.23109165851878
43,2021-07-04 13:34:56,57.407847086763645
49,2021-07-04 13:34:56,56.96930563000452
50,2021-07-04 13:34:56,39.36313604196539
51,2021-07-04 13:34:56,78.96867059047749
52,2021-07-04 13:34:56,36.18585866712625
53,2021-07-04 13:34:56,66.24244485703628
54,2021-07-04 13:34:56,66.32223724439525
56,2021-07-04 13:34:56,32.372750107496266
57,2021-07-04 13:34:56,32.372750107496266
58,2021-07-04 13:34:56,50.46232222543408
59,2021-07-04 13:34:56,93.87147623631867
62,2021-07-04 13:34:56,24.564005615943433
63,2021-07-04 13:34:56,24.564005615943433
64,2021-07-04 13:34:56,81.17230024564525
65,2021-07-04 13:34:56,81.17230024564525
67,2021-07-04 13:34:56,201.81598317771696
70,2021-07-04 13:34:56,191.4045055758197
74,2021-07-04 13:34:56,37.18802734808047
75,2021-07-04 13:34:56,23.276910408317512
76,2021-07-04 13:34:56,23.276910408317512
77,2021-07-04 13:34:56,191.4045055758197
80,2021-07-04 13:34:56,93.61261482710542
81,2021-07-04 13:34:56,40.53542654549189
82,2021-07-04 13:34:56,93.61261482710542
83,2021-07-04 13:34:56,40.53542654549189
85,2021-07-04 13:34:56,354.4907042846632
87,2021-07-04 13:34:56,73.8469730477715
88,2021-07-04 13:34:56,126.00675277774012
92,2021-07-04 13:34:56,73.8469730477715
94,2021-07-04 13:34:56,67.5812181242948
96,2021-07-04 13:34:56,79.08548265402968
97,2021-07-04 13:34:56,113.66367013502895
98,2021-07-04 13:34:56,74.37346994871139
101,2021-07-04 13:34:56,69.1581005532403
