cell,timestr,velocity
2,2021-07-04 13:39:12,15.864443881428612
5,2021-07-04 13:39:12,10.37298024167048
16,2021-07-04 13:39:12,16.12650490467977
19,2021-07-04 13:39:12,14.033198236427587
19,2021-07-04 13:45:36,3.8383790752028326
20,2021-07-04 13:39:12,12.11860490904221
20,2021-07-04 13:45:36,11.223677654636075
20,2021-07-04 13:49:52,7.449463251445247
20,2021-07-04 13:54:08,8.582831057143387
20,2021-07-04 14:00:32,14.719488907104582
20,2021-07-04 14:04:48,7.476585720006022
27,2021-07-04 13:39:12,5.306525449280705
27,2021-07-04 13:45:36,4.839940671381219
27,2021-07-04 13:49:52,7.396109491351461
28,2021-07-04 13:39:12,3.295730357570681
28,2021-07-04 13:45:36,1.8920711372528607
28,2021-07-04 13:49:52,6.563556166509154
28,2021-07-04 13:54:08,7.428214139871237
28,2021-07-04 14:00:32,8.67561554455189
28,2021-07-04 14:04:48,15.509865553431409
28,2021-07-04 14:09:04,3.5962186564103065
29,2021-07-04 13:39:12,8.16981766119196
29,2021-07-04 13:45:36,0.28249268133650257
29,2021-07-04 13:49:52,1.5369622398064797
29,2021-07-04 13:54:08,3.0214642336686093
29,2021-07-04 14:00:32,2.729931896089259
29,2021-07-04 14:04:48,4.493365067920843
29,2021-07-04 14:09:04,5.398219953823069
29,2021-07-04 14:15:28,3.3811891583786475
29,2021-07-04 14:19:44,2.08472663419629
29,2021-07-04 14:24:00,4.7966310210863705
29,2021-07-04 14:30:24,6.000563642535982
29,2021-07-04 14:34:40,5.890264784839143
29,2021-07-04 14:38:56,7.112749096249442
30,2021-07-04 13:39:12,5.51229467973032
30,2021-07-04 13:45:36,9.512175338405246
30,2021-07-04 13:49:52,4.514240410165225
30,2021-07-04 13:54:08,4.295224453595623
32,2021-07-04 13:39:12,6.679798911088053
32,2021-07-04 13:45:36,2.8175422475164713
32,2021-07-04 13:49:52,1.7400621686849236
32,2021-07-04 13:54:08,3.109659725535947
32,2021-07-04 14:00:32,3.0548016180909583
32,2021-07-04 14:04:48,2.0748201699900912
36,2021-07-04 13:39:12,3.6244840924219544
36,2021-07-04 13:45:36,3.041681711280918
36,2021-07-04 13:49:52,1.193887038859853
36,2021-07-04 13:54:08,0.9520354587176124
36,2021-07-04 14:00:32,1.0013754973452824
36,2021-07-04 14:04:48,1.7336895026437373
36,2021-07-04 14:09:04,0.7442734159470403
36,2021-07-04 14:15:28,9.44989923209494
36,2021-07-04 14:19:44,1.7305057998380953
37,2021-07-04 13:39:12,8.20395322914634
37,2021-07-04 13:45:36,4.465610617882473
37,2021-07-04 13:49:52,2.7015462182460075
37,2021-07-04 13:54:08,4.46008770983001
37,2021-07-04 14:00:32,1.522141593271695
38,2021-07-04 13:39:12,0.27722636226667574
39,2021-07-04 13:39:12,3.2455990576011833
39,2021-07-04 13:45:36,5.185928387723697
39,2021-07-04 13:49:52,12.857211325837701
39,2021-07-04 13:54:08,7.989756383719801
40,2021-07-04 13:39:12,5.347467752259472
40,2021-07-04 13:45:36,14.910240724607505
40,2021-07-04 13:49:52,4.568517808908298
40,2021-07-04 13:54:08,4.2990388503804855
40,2021-07-04 14:00:32,2.354577082247534
43,2021-07-04 13:39:12,0.4226288188987935
43,2021-07-04 13:45:36,2.7595523295208855
43,2021-07-04 13:49:52,2.8608152902583943
43,2021-07-04 13:54:08,6.256437675392703
49,2021-07-04 13:39:12,7.210446200079594
49,2021-07-04 13:45:36,7.352535360635986
49,2021-07-04 13:49:52,1.5779581073843632
49,2021-07-04 13:54:08,14.773909946569136
49,2021-07-04 14:00:32,3.047372797804027
49,2021-07-04 14:04:48,1.7929989961339865
49,2021-07-04 14:09:04,1.887074856016031
49,2021-07-04 14:15:28,0.6005143358425293
