cellID
311.0
367.0
499.0
520.0
594.0
721.0
752.0
804.0
844.0
930.0
932.0
1010.0
1018.0
1053.0
1076.0
1141.0
1146.0
1166.0
1185.0
1214.0
1228.0
1260.0
1287.0
1315.0
1369.0
1374.0
1403.0
1422.0
1449.0
1457.0
1486.0
1519.0
1524.0
1572.0
1591.0
1633.0
1672.0
1673.0
1675.0
1827.0
1844.0
1895.0
1896.0
1897.0
1921.0
1927.0
1978.0
1982.0
1987.0
2044.0
2102.0
2109.0
2112.0
2242.0
2275.0
2285.0
2295.0
2300.0
2326.0
2327.0
2341.0
2364.0
2527.0
2533.0
2536.0
2572.0
2625.0
2661.0
2666.0
2726.0
2760.0
2801.0
2802.0
2926.0
2969.0
3014.0
3206.0
3419.0
3467.0
3470.0
3473.0
3508.0
3510.0
3552.0
3555.0
3663.0
3700.0
3703.0
3743.0
3773.0
3915.0
3953.0
4150.0
4559.0
4682.0
4877.0
5063.0
5108.0
