timestr,cell,tgrad,wsshear,wdshear
2021-06-01 13:05:04,1,-0.10025097324573888,0.05844051739177873,-0.14470630260906386
2021-06-01 13:09:20,1,-0.10025097324573888,0.05844051739177873,-0.14470630260906386
2021-06-01 13:13:36,1,-0.10044654922147768,0.05128246317500561,-0.14048408548810837
2021-06-02 10:59:12,1,-0.09640938278637103,0.0027070591175450674,0.18221451696885368
2021-06-02 11:05:36,1,-0.09640938278637103,0.0027070591175450674,0.18221451696885368
2021-06-02 11:09:52,1,-0.09640938278637103,0.0027070591175450674,0.18221451696885368
2021-06-04 01:14:40,1,-0.0962169926736207,0.04188586300875233,0.0036394888278657423
2021-06-04 01:18:56,1,-0.0962169926736207,0.04188586300875233,0.0036394888278657423
2021-06-04 01:25:20,1,-0.0962169926736207,0.04188586300875233,0.0036394888278657423
2021-06-04 03:50:24,2,-0.09557787764810881,0.017983269383422037,-0.05024434749637029
2021-06-04 03:54:40,2,-0.09557787764810881,0.017983269383422037,-0.05024434749637029
2021-06-04 03:58:56,2,-0.09557787764810881,0.017983269383422037,-0.05024434749637029
2021-06-04 10:03:44,3,-0.09856141609006222,0.009367160493293692,-0.069107113458414
2021-06-04 10:10:08,3,-0.09856141609006222,0.009367160493293692,-0.069107113458414
2021-06-04 10:14:24,3,-0.09863415992365474,0.015191248733385471,-0.05488823058541898
2021-06-04 08:49:04,7,-0.09777504537590835,0.004768829261307169,-0.06795177817555656
2021-06-04 08:55:28,7,-0.09777504537590835,0.004768829261307169,-0.06795177817555656
2021-06-04 08:59:44,7,-0.09777504537590835,0.004768829261307169,-0.06795177817555656
2021-06-04 10:03:44,6,-0.09835008583237641,0.03119547048923188,0.019190633858199666
2021-06-04 10:10:08,6,-0.09835008583237641,0.03119547048923188,0.019190633858199666
2021-06-04 10:14:24,6,-0.09835008583237641,0.03119547048923188,0.019190633858199666
2021-06-04 13:05:04,4,-0.09771150476742635,-0.0032263450284974807,0.04050411015063261
2021-06-04 13:09:20,4,-0.09771150476742635,-0.0032263450284974807,0.04050411015063261
2021-06-04 13:13:36,4,-0.09771150476742635,-0.0032263450284974807,0.04050411015063261
2021-06-04 13:28:32,5,-0.09890619633261079,0.04161046277949241,-0.14384712448795287
2021-06-04 13:34:56,5,-0.09643663557440833,0.034097239182058696,-0.12998300630012444
2021-06-04 13:39:12,5,-0.09643663557440833,0.034097239182058696,-0.12998300630012444
2021-06-04 11:05:36,10,-0.09945946912005939,0.013545302939625966,0.038234026073354535
2021-06-04 11:09:52,10,-0.09945946912005939,0.013545302939625966,0.038234026073354535
2021-06-04 11:14:08,10,-0.09945946912005939,0.013545302939625966,0.038234026073354535
2021-06-04 09:44:32,8,-0.09963185950507104,0.0018629736098567978,-0.06123426103169939
2021-06-04 09:48:48,8,-0.09963185950507104,0.0018629736098567978,-0.06123426103169939
2021-06-04 09:55:12,8,-0.09963185950507104,0.0018629736098567978,-0.06123426103169939
2021-06-04 10:44:16,9,-0.09717610737285783,0.03580785104869741,0.05214054992135647
2021-06-04 10:48:32,9,-0.09717610737285783,0.03580785104869741,0.05214054992135647
2021-06-04 10:54:56,9,-0.09664318404999454,0.032436057673091385,0.03053492237192339
2021-06-05 09:18:56,1,-0.09614407304535921,0.02454096194073162,-0.1621402126075947
2021-06-05 09:25:20,1,-0.09655150548968694,0.026909396804539503,-0.15130257611570105
2021-06-05 09:29:36,1,-0.0965582305161299,0.03115557844448934,-0.1340293057872131
2021-06-05 08:40:32,2,-0.0991952231710991,0.003160883911943012,-0.08029107801049157
2021-06-05 08:44:48,2,-0.0991952231710991,0.003160883911943012,-0.08029107801049157
2021-06-05 08:49:04,2,-0.0991952231710991,0.003160883911943012,-0.08029107801049157
2021-06-05 09:55:12,3,-0.09960531243602788,0.02396061303130293,-0.10027893309466605
2021-06-05 09:59:28,3,-0.09960531243602788,0.02396061303130293,-0.10027893309466605
2021-06-05 10:03:44,3,-0.09960531243602788,0.02396061303130293,-0.10027893309466605
2021-06-05 08:55:28,4,-0.09691097493931254,0.027720437092063697,-0.05885558514890417
2021-06-05 08:59:44,4,-0.09691097493931254,0.027720437092063697,-0.05885558514890417
2021-06-05 09:04:00,4,-0.09691097493931254,0.027720437092063697,-0.05885558514890417
2021-06-08 09:18:56,1,-0.09480123838703187,0.008379085144110484,0.19981211623470338
2021-06-08 09:25:20,1,-0.09480123838703187,0.008379085144110484,0.19981211623470338
2021-06-08 09:29:36,1,-0.09480123838703187,0.008379085144110484,0.19981211623470338
2021-06-08 09:25:20,2,-0.10088194703422816,0.013670410527592212,0.21833236194711866
2021-06-08 09:29:36,2,-0.10088194703422816,0.013670410527592212,0.21833236194711866
2021-06-08 09:33:52,2,-0.10345309577578994,0.0056050313426330035,0.08582048237218265
2021-06-18 13:54:08,1,-0.10257026778702186,0.0724356036566,-0.07049388919256427
2021-06-18 14:00:32,1,-0.10257026778702186,0.0724356036566,-0.07049388919256427
2021-06-18 14:04:48,1,-0.10562955841131971,0.08638875891255067,-0.08369759915782286
2021-06-21 18:29:20,1,-0.10061185944818817,0.07813909041143097,0.08557895599635305
2021-06-21 18:33:36,1,-0.1004138059194109,0.07576181938373938,0.3110619208411832
2021-06-21 18:40:00,1,-0.09930637064233291,0.07655341703701864,0.29363480654016
2021-06-21 17:48:48,2,-0.09930796643485011,0.06529380099541317,-0.09571369353437845
2021-06-21 17:55:12,2,-0.09930796643485011,0.06529380099541317,-0.09571369353437845
2021-06-21 17:59:28,2,-0.09930796643485011,0.06529380099541317,-0.09571369353437845
