timestr,cell,temperature,dewpoint,CAPE,winddir,windspeed,spread
2021-06-04 15:45:04,4,24.559999465942383,16.670000076293945,865.0,290.224853515625,7.2894439697265625,7.8899993896484375
2021-06-04 15:49:20,4,24.559999465942383,16.670000076293945,865.0,290.224853515625,7.2894439697265625,7.8899993896484375
2021-06-04 15:55:44,4,24.559999465942383,16.670000076293945,865.0,290.224853515625,7.2894439697265625,7.8899993896484375
2021-06-04 16:00:00,4,24.559999465942383,16.670000076293945,865.0,290.224853515625,7.2894439697265625,7.8899993896484375
2021-06-04 16:04:16,4,24.559999465942383,16.670000076293945,865.0,290.224853515625,7.2894439697265625,7.8899993896484375
2021-06-04 16:08:32,4,23.459999084472656,17.43000030517578,872.0,280.00799560546875,6.214563369750977,6.029998779296875
2021-06-04 16:14:56,4,23.459999084472656,17.43000030517578,872.0,280.00799560546875,6.214563369750977,6.029998779296875
2021-06-04 16:19:12,4,23.459999084472656,17.43000030517578,872.0,280.00799560546875,6.214563369750977,6.029998779296875
2021-06-04 16:25:36,4,23.459999084472656,17.43000030517578,872.0,280.00799560546875,6.214563369750977,6.029998779296875
2021-06-04 16:29:52,4,23.459999084472656,17.43000030517578,872.0,280.00799560546875,6.214563369750977,6.029998779296875
2021-06-04 16:34:08,4,22.420000076293945,17.520000457763672,917.0,299.744873046875,5.804825305938721,4.899999618530273
2021-06-04 16:40:32,4,22.420000076293945,17.520000457763672,917.0,299.744873046875,5.804825305938721,4.899999618530273
2021-06-04 16:44:48,4,22.420000076293945,17.520000457763672,917.0,299.744873046875,5.804825305938721,4.899999618530273
2021-06-04 16:49:04,4,22.420000076293945,17.520000457763672,917.0,299.744873046875,5.804825305938721,4.899999618530273
2021-06-04 16:55:28,4,22.420000076293945,17.520000457763672,917.0,299.744873046875,5.804825305938721,4.899999618530273
2021-06-04 16:59:44,4,22.420000076293945,17.520000457763672,917.0,299.744873046875,5.804825305938721,4.899999618530273
2021-06-04 13:28:32,5,14.130000114440918,10.949999809265137,698.0,319.08563232421875,7.145795822143555,3.1800003051757812
2021-06-04 13:34:56,5,15.579999923706055,11.569999694824219,43.0,310.91436767578125,7.145795822143555,4.010000228881836
2021-06-04 13:39:12,5,15.579999923706055,11.569999694824219,43.0,310.91436767578125,7.145795822143555,4.010000228881836
2021-06-04 13:45:36,5,14.0,10.670000076293945,58.0,339.4439697265625,6.1516828536987305,3.3299999237060547
2021-06-04 13:49:52,5,16.510000228881836,12.369999885559082,47.0,325.00799560546875,4.394360065460205,4.140000343322754
2021-06-04 13:54:08,5,16.510000228881836,12.369999885559082,47.0,325.00799560546875,4.394360065460205,4.140000343322754
2021-06-04 14:00:32,5,16.510000228881836,12.369999885559082,47.0,325.00799560546875,4.394360065460205,4.140000343322754
2021-06-04 14:04:48,5,16.510000228881836,12.369999885559082,47.0,325.00799560546875,4.394360065460205,4.140000343322754
2021-06-04 14:09:04,5,17.959999084472656,13.270000457763672,30.0,288.4349670410156,5.692099571228027,4.689998626708984
2021-06-04 14:15:28,5,17.959999084472656,13.270000457763672,30.0,288.4349670410156,5.692099571228027,4.689998626708984
2021-06-04 14:19:44,5,19.280000686645508,13.720000267028809,298.0,360.0,5.039999961853027,5.560000419616699
2021-06-04 14:24:00,5,19.280000686645508,13.720000267028809,298.0,360.0,5.039999961853027,5.560000419616699
2021-06-04 14:30:24,5,19.15999984741211,14.829999923706055,534.0,337.380126953125,4.680000305175781,4.329999923706055
2021-06-04 14:34:40,5,18.84000015258789,14.069999694824219,384.0,323.9726257324219,4.896529674530029,4.770000457763672
2021-06-04 14:38:56,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 14:45:20,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 14:49:36,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 14:56:00,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 15:00:16,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 15:04:32,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 15:08:48,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 15:15:12,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 15:19:28,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
2021-06-04 15:23:44,5,19.549999237060547,14.260000228881836,447.0,292.619873046875,4.680000305175781,5.289999008178711
