cellID
47.0
52.0
215.0
217.0
417.0
520.0
1875.0
1884.0
2034.0
2038.0
2190.0
2483.0
2916.0
3048.0
3552.0
3857.0
4048.0
4371.0
4376.0
4458.0
4606.0
4618.0
4835.0
5112.0
5119.0
5555.0
5794.0
5944.0
5948.0
6324.0
6530.0
6770.0
6799.0
6845.0
7393.0
7457.0
7521.0
7744.0
7843.0
7898.0
8012.0
8327.0
8387.0
8637.0
