cell,timestr,velocity
1,2021-07-15 09:10:24,9.780973511156146
1,2021-07-15 09:14:40,8.06290086793086
1,2021-07-15 09:18:56,5.857941434366366
1,2021-07-15 09:25:20,6.85948419847899
1,2021-07-15 09:29:36,3.9246484773495878
1,2021-07-15 09:33:52,1.9620838848172204
2,2021-07-15 09:10:24,20.433849561448007
3,2021-07-15 09:10:24,10.862521925303657
3,2021-07-15 09:14:40,12.735333796029083
3,2021-07-15 09:18:56,15.343774755690877
3,2021-07-15 09:25:20,20.756934276593316
3,2021-07-15 09:29:36,7.333826103784475
4,2021-07-15 09:10:24,11.729916555567451
4,2021-07-15 09:14:40,9.307182966045826
4,2021-07-15 09:18:56,3.7124438112911746
4,2021-07-15 09:25:20,1.2622346176951793
4,2021-07-15 09:29:36,5.019733023022149
4,2021-07-15 09:33:52,4.989982152624872
4,2021-07-15 09:40:16,5.9523543781168735
4,2021-07-15 09:44:32,2.6423704741540535
5,2021-07-15 09:10:24,12.121040450027083
8,2021-07-15 09:10:24,18.437605925957325
8,2021-07-15 09:14:40,14.631968542591661
8,2021-07-15 09:18:56,7.39526471842896
8,2021-07-15 09:25:20,6.92553071366132
10,2021-07-15 09:10:24,0.5712360999909444
12,2021-07-15 09:10:24,18.939093861933305
12,2021-07-15 09:14:40,12.237780546483933
12,2021-07-15 09:18:56,16.71307540246784
13,2021-07-15 09:10:24,3.75885562559737
16,2021-07-15 09:10:24,6.593147333989541
17,2021-07-15 09:10:24,8.895426218891133
18,2021-07-15 09:10:24,15.570245999312798
19,2021-07-15 09:10:24,18.987929984347566
21,2021-07-15 09:10:24,11.819855030686227
21,2021-07-15 09:14:40,13.479603136511079
22,2021-07-15 09:10:24,17.430528422966756
22,2021-07-15 09:14:40,21.10501816415222
22,2021-07-15 09:18:56,17.990886116351906
22,2021-07-15 09:25:20,19.97482068397212
22,2021-07-15 09:29:36,20.09487695076336
22,2021-07-15 09:33:52,19.792458920618593
24,2021-07-15 09:10:24,19.897739576730714
24,2021-07-15 09:14:40,18.915128377024374
24,2021-07-15 09:18:56,16.836620284333367
24,2021-07-15 09:25:20,18.740996900425063
24,2021-07-15 09:29:36,19.77502396348077
24,2021-07-15 09:33:52,18.855444774410536
24,2021-07-15 09:40:16,19.582596171806696
24,2021-07-15 09:44:32,21.722473061639054
24,2021-07-15 09:48:48,23.50911424981216
24,2021-07-15 09:55:12,22.163987357185192
24,2021-07-15 09:59:28,17.658956574536656
24,2021-07-15 10:03:44,16.68855007892161
24,2021-07-15 10:10:08,20.199719306465703
25,2021-07-15 09:10:24,13.9283849700422
25,2021-07-15 09:14:40,24.451455242230526
26,2021-07-15 09:10:24,17.445757355311976
26,2021-07-15 09:14:40,23.115415754086428
26,2021-07-15 09:18:56,8.482342428361186
28,2021-07-15 09:10:24,20.550148954063317
28,2021-07-15 09:14:40,12.375264140101587
33,2021-07-15 09:10:24,15.903579629008897
37,2021-07-15 09:10:24,8.209634835070956
38,2021-07-15 09:10:24,6.271937898577462
38,2021-07-15 09:14:40,12.607592932858397
38,2021-07-15 09:18:56,6.881543184024444
38,2021-07-15 09:25:20,15.62414287539898
38,2021-07-15 09:29:36,6.159819033267304
38,2021-07-15 09:33:52,6.222530654650013
38,2021-07-15 09:40:16,15.392286616451214
38,2021-07-15 09:44:32,6.7719921484529815
39,2021-07-15 09:10:24,18.323033029298553
39,2021-07-15 09:14:40,4.423114141529279
40,2021-07-15 09:10:24,0.3490098917076221
40,2021-07-15 09:14:40,6.463269683116362
40,2021-07-15 09:18:56,7.907202382433626
40,2021-07-15 09:25:20,0.13152469184733442
40,2021-07-15 09:29:36,0.2591470605202121
40,2021-07-15 09:33:52,0.5704060679613131
41,2021-07-15 09:10:24,2.8435260864383434
41,2021-07-15 09:14:40,3.947871760424136
41,2021-07-15 09:18:56,3.4798936632771196
41,2021-07-15 09:25:20,1.6938211447848361
41,2021-07-15 09:29:36,7.57868578512922
41,2021-07-15 09:33:52,4.317603432993199
42,2021-07-15 09:10:24,3.59034794342378
42,2021-07-15 09:14:40,4.171888486757642
42,2021-07-15 09:18:56,4.59112102018773
42,2021-07-15 09:25:20,9.450260754995396
42,2021-07-15 09:29:36,1.215659696069675
42,2021-07-15 09:33:52,11.005029354136802
42,2021-07-15 09:40:16,9.148558023308519
42,2021-07-15 09:44:32,4.116139086112566
42,2021-07-15 09:48:48,5.5068545641779645
42,2021-07-15 09:55:12,6.611944335954211
42,2021-07-15 09:59:28,10.414898756874232
42,2021-07-15 10:03:44,5.484814251761134
42,2021-07-15 10:10:08,4.46660840524106
42,2021-07-15 10:14:24,0.48348515791044977
46,2021-07-15 09:10:24,5.111512757563733
46,2021-07-15 09:14:40,0.1688535905407329
46,2021-07-15 09:18:56,0.012458578026528984
46,2021-07-15 09:25:20,3.64289938185815
46,2021-07-15 09:29:36,1.1380564364788315
46,2021-07-15 09:33:52,3.992474490171606
47,2021-07-15 09:10:24,11.630789367358783
47,2021-07-15 09:14:40,3.3846571910038517
47,2021-07-15 09:18:56,4.747090207043626
47,2021-07-15 09:25:20,13.735359103353767
47,2021-07-15 09:29:36,0.8424442410463615
47,2021-07-15 09:33:52,1.2273193831526208
47,2021-07-15 09:40:16,11.619785937230693
47,2021-07-15 09:44:32,7.613788045471466
47,2021-07-15 09:48:48,5.036709472107157
47,2021-07-15 09:55:12,8.605377513840581
47,2021-07-15 09:59:28,7.395804555871035
47,2021-07-15 10:03:44,9.589535798074131
47,2021-07-15 10:10:08,8.09341755383684
47,2021-07-15 10:14:24,20.093331489823587
47,2021-07-15 10:18:40,1.193809037275361
47,2021-07-15 10:25:04,6.3470657366155425
