cellID
164.0
335.0
448.0
462.0
617.0
681.0
907.0
1071.0
1127.0
1189.0
1190.0
1195.0
1227.0
1295.0
1351.0
1484.0
1607.0
1712.0
1939.0
2042.0
2043.0
2098.0
2253.0
2421.0
3089.0
3090.0
3260.0
3815.0
4245.0
4782.0
5243.0
