cell,timestr,velocity
1,2021-07-16 11:39:44,2.101448078536824
1,2021-07-16 11:44:00,3.274395328688571
1,2021-07-16 11:50:24,0.22372584193060008
1,2021-07-16 11:54:40,0.9945959482952174
1,2021-07-16 11:58:56,0.32067487534736067
1,2021-07-16 12:05:20,0.4634846726281029
2,2021-07-16 11:39:44,0.9800486336704347
2,2021-07-16 11:44:00,0.3126229865869024
2,2021-07-16 11:50:24,0.7701091278307451
2,2021-07-16 11:54:40,1.254714430548455
2,2021-07-16 11:58:56,4.746875728936177
2,2021-07-16 12:05:20,0.01911706835312411
2,2021-07-16 12:09:36,2.8953004030127483
2,2021-07-16 12:13:52,3.3303672706258256
2,2021-07-16 12:20:16,0.030334850783497944
2,2021-07-16 12:24:32,1.655925369520161
2,2021-07-16 12:28:48,4.259484680786324
2,2021-07-16 12:35:12,4.264072723490435
3,2021-07-16 11:39:44,6.5662614802299935
3,2021-07-16 11:44:00,0.2294850566077591
4,2021-07-16 11:39:44,4.2317294122010765
4,2021-07-16 11:44:00,3.6543546771104927
4,2021-07-16 11:50:24,5.364200768581531
4,2021-07-16 11:54:40,7.355675023047969
4,2021-07-16 11:58:56,4.681031191169417
4,2021-07-16 12:05:20,2.4342590289649886
4,2021-07-16 12:09:36,1.8095835422532953
4,2021-07-16 12:13:52,4.048600845761656
4,2021-07-16 12:20:16,1.124144737604898
4,2021-07-16 12:24:32,3.713334556321927
4,2021-07-16 12:28:48,3.0243940391161015
4,2021-07-16 12:35:12,6.634615580563347
4,2021-07-16 12:39:28,1.293441564397873
6,2021-07-16 11:39:44,4.14604292571269
6,2021-07-16 11:44:00,11.334512968951561
7,2021-07-16 11:39:44,4.571397274920303
7,2021-07-16 11:44:00,4.226317559309054
7,2021-07-16 11:50:24,3.360955050093024
7,2021-07-16 11:54:40,3.6966914064316243
7,2021-07-16 11:58:56,4.914864975810865
7,2021-07-16 12:05:20,6.977884536128572
7,2021-07-16 12:09:36,7.922319352819586
7,2021-07-16 12:13:52,4.252710233480935
7,2021-07-16 12:20:16,2.6690188772316152
7,2021-07-16 12:24:32,5.801489548204727
7,2021-07-16 12:28:48,7.393165780480949
7,2021-07-16 12:35:12,3.433890669414657
7,2021-07-16 12:39:28,7.746128407845746
