cellID,occ
1,40.0
4,15.0
9,5.0
11,60.0
12,10.0
17,5.0
19,30.0
20,5.0
24,10.0
25,15.0
28,10.0
30,10.0
33,10.0
35,10.0
40,5.0
46,5.0
47,10.0
48,5.0
49,5.0
50,10.0
54,5.0
59,10.0
61,5.0
64,35.0
67,35.0
68,5.0
69,30.0
70,15.0
71,70.0
73,60.0
77,5.0
78,65.0
84,5.0
85,20.0
87,5.0
91,25.0
92,5.0
95,20.0
96,20.0
98,5.0
99,25.0
100,5.0
102,15.0
105,5.0
108,15.0
109,5.0
113,5.0
114,35.0
115,10.0
117,5.0
119,30.0
120,10.0
123,5.0
126,10.0
128,15.0
129,10.0
132,15.0
133,55.0
134,30.0
135,25.0
140,60.0
141,15.0
143,5.0
144,80.0
145,50.0
146,5.0
147,50.0
149,10.0
167,10.0
171,10.0
172,10.0
173,20.0
174,20.0
175,5.0
176,20.0
178,5.0
181,5.0
182,15.0
183,25.0
184,10.0
185,20.0
186,30.0
187,15.0
189,15.0
190,5.0
191,75.0
193,10.0
194,5.0
195,5.0
196,10.0
197,20.0
199,5.0
200,10.0
206,15.0
207,55.0
209,5.0
211,95.0
212,15.0
214,25.0
218,25.0
222,5.0
224,5.0
227,5.0
229,5.0
231,10.0
232,55.0
233,65.0
234,5.0
237,35.0
242,10.0
246,5.0
247,10.0
248,5.0
250,5.0
251,5.0
253,10.0
254,25.0
259,35.0
262,10.0
267,5.0
268,55.0
269,10.0
270,5.0
272,10.0
276,25.0
277,5.0
279,55.0
280,5.0
281,5.0
282,10.0
283,5.0
284,30.0
286,20.0
287,40.0
288,25.0
291,10.0
292,10.0
296,40.0
303,5.0
304,5.0
305,5.0
308,10.0
312,5.0
313,10.0
318,15.0
319,5.0
322,10.0
327,5.0
328,5.0
329,5.0
330,5.0
332,10.0
333,15.0
335,5.0
336,5.0
337,25.0
338,5.0
340,10.0
341,5.0
344,10.0
346,5.0
350,15.0
351,20.0
353,10.0
354,30.0
355,15.0
356,10.0
357,5.0
359,5.0
365,10.0
366,15.0
368,5.0
372,20.0
373,10.0
374,5.0
375,10.0
376,10.0
381,10.0
382,5.0
383,15.0
387,5.0
388,5.0
389,55.0
394,5.0
395,5.0
397,10.0
404,10.0
407,5.0
409,15.0
412,5.0
413,5.0
416,25.0
419,5.0
422,10.0
424,15.0
425,55.0
426,5.0
429,5.0
436,5.0
439,5.0
442,10.0
451,15.0
457,10.0
458,5.0
459,35.0
460,5.0
461,5.0
465,5.0
467,10.0
469,5.0
471,5.0
477,15.0
478,5.0
479,5.0
483,5.0
487,5.0
491,5.0
493,15.0
494,10.0
495,5.0
496,5.0
497,10.0
498,5.0
499,5.0
500,20.0
501,5.0
502,10.0
507,45.0
509,15.0
511,15.0
513,5.0
514,90.0
515,5.0
516,5.0
517,5.0
518,5.0
520,5.0
525,5.0
526,15.0
528,10.0
530,10.0
531,5.0
533,15.0
537,20.0
548,10.0
552,10.0
556,5.0
563,5.0
567,70.0
569,10.0
570,10.0
571,50.0
575,10.0
576,5.0
577,10.0
583,5.0
585,5.0
586,5.0
587,5.0
591,5.0
592,20.0
596,5.0
609,45.0
612,5.0
614,20.0
618,5.0
621,5.0
623,5.0
626,5.0
636,5.0
639,10.0
641,5.0
646,10.0
650,5.0
651,5.0
653,5.0
661,5.0
664,10.0
669,5.0
671,5.0
672,5.0
674,5.0
675,10.0
677,5.0
682,85.0
684,20.0
686,10.0
698,5.0
699,10.0
702,5.0
703,5.0
704,10.0
706,15.0
707,5.0
713,70.0
718,15.0
723,15.0
725,5.0
730,5.0
737,10.0
739,5.0
740,60.0
741,30.0
745,5.0
746,5.0
749,5.0
759,10.0
761,10.0
762,5.0
764,5.0
767,20.0
779,5.0
782,5.0
784,30.0
788,5.0
790,5.0
792,5.0
794,5.0
795,10.0
797,5.0
799,5.0
800,5.0
802,5.0
803,10.0
809,5.0
810,5.0
811,25.0
816,10.0
817,10.0
821,5.0
822,10.0
823,10.0
824,5.0
825,35.0
826,10.0
836,5.0
838,5.0
840,5.0
842,5.0
843,15.0
847,5.0
849,20.0
850,5.0
852,15.0
853,10.0
854,5.0
856,5.0
859,25.0
861,5.0
863,5.0
