cell,timestr,mindist
1,2021-07-13 12:05:20,38.06418699018321
4,2021-07-13 12:05:20,38.06418699018321
9,2021-07-13 12:05:20,17.39316503759576
11,2021-07-13 12:05:20,17.39316503759576
12,2021-07-13 12:05:20,31.108965190492032
17,2021-07-13 12:05:20,79.3427135061455
19,2021-07-13 12:05:20,79.3427135061455
20,2021-07-13 12:05:20,136.79702785379936
24,2021-07-13 12:05:20,135.3104070089735
25,2021-07-13 12:05:20,98.96911706460004
28,2021-07-13 12:05:20,72.07529717014164
30,2021-07-13 12:05:20,42.60411110433434
33,2021-07-13 12:05:20,42.60411110433434
35,2021-07-13 12:05:20,91.99797573882653
40,2021-07-13 12:05:20,91.78874574060389
46,2021-07-13 12:05:20,100.25136285376985
47,2021-07-13 12:05:20,100.25136285376985
48,2021-07-13 12:05:20,27.67152254538219
49,2021-07-13 12:05:20,27.67152254538219
50,2021-07-13 12:05:20,60.5374084286621
54,2021-07-13 12:05:20,170.06936603171818
59,2021-07-13 12:05:20,40.3031090718775
61,2021-07-13 12:05:20,170.06936603171818
64,2021-07-13 12:05:20,38.601399461417195
67,2021-07-13 12:05:20,169.13944503525576
68,2021-07-13 12:05:20,117.73258029336513
69,2021-07-13 12:05:20,77.080300850656
70,2021-07-13 12:05:20,112.77705110488158
71,2021-07-13 12:05:20,45.23918939150343
73,2021-07-13 12:05:20,29.755763281357595
77,2021-07-13 12:05:20,62.54356102397638
78,2021-07-13 12:05:20,31.108965190492032
84,2021-07-13 12:05:20,89.4065714510734
85,2021-07-13 12:05:20,95.76832528423235
87,2021-07-13 12:05:20,102.921026297078
91,2021-07-13 12:05:20,52.27191532896153
92,2021-07-13 12:05:20,58.42617125530985
95,2021-07-13 12:05:20,273.0600055457364
96,2021-07-13 12:05:20,52.721721416051565
98,2021-07-13 12:05:20,28.498266251358164
99,2021-07-13 12:05:20,28.498266251358164
100,2021-07-13 12:05:20,83.54774625641765
102,2021-07-13 12:05:20,56.61296625817785
105,2021-07-13 12:05:20,27.94387298590628
108,2021-07-13 12:05:20,27.94387298590628
109,2021-07-13 12:05:20,61.1907322371335
113,2021-07-13 12:05:20,43.2132134356588
114,2021-07-13 12:05:20,63.02082002459505
115,2021-07-13 12:05:20,43.2132134356588
117,2021-07-13 12:05:20,107.34210297070346
119,2021-07-13 12:05:20,57.281129667107685
120,2021-07-13 12:05:20,57.281129667107685
123,2021-07-13 12:05:20,33.673993418374295
126,2021-07-13 12:05:20,43.26353929743481
128,2021-07-13 12:05:20,40.3031090718775
129,2021-07-13 12:05:20,38.601399461417195
132,2021-07-13 12:05:20,69.31006373690455
133,2021-07-13 12:05:20,77.080300850656
134,2021-07-13 12:05:20,37.82682388720451
135,2021-07-13 12:05:20,37.82682388720451
140,2021-07-13 12:05:20,74.24447845664059
141,2021-07-13 12:05:20,73.86198615669957
143,2021-07-13 12:05:20,89.14155266972834
144,2021-07-13 12:05:20,51.94357962249916
145,2021-07-13 12:05:20,45.23918939150343
146,2021-07-13 12:05:20,78.6241446675951
147,2021-07-13 12:05:20,29.755763281357595
149,2021-07-13 12:05:20,62.54356102397638
167,2021-07-13 12:05:20,96.1891788439205
171,2021-07-13 12:05:20,49.62516744242969
