cellID,occ
1,65.0
2,40.0
3,5.0
4,20.0
6,50.0
7,15.0
9,5.0
10,5.0
11,5.0
16,5.0
17,5.0
18,5.0
19,5.0
20,10.0
22,15.0
25,5.0
28,5.0
31,10.0
33,15.0
34,5.0
39,5.0
41,80.0
43,10.0
44,65.0
45,15.0
46,15.0
49,10.0
57,5.0
61,5.0
65,15.0
66,10.0
71,20.0
72,35.0
73,35.0
74,5.0
75,70.0
76,100.0
77,10.0
78,5.0
79,5.0
82,25.0
83,5.0
85,20.0
91,5.0
93,5.0
94,10.0
95,10.0
96,15.0
99,5.0
101,35.0
102,30.0
104,5.0
105,10.0
119,5.0
124,40.0
125,5.0
126,15.0
127,5.0
132,5.0
134,5.0
135,25.0
137,65.0
138,160.0
139,20.0
142,60.0
143,50.0
146,5.0
147,15.0
149,5.0
150,5.0
156,30.0
158,15.0
159,5.0
160,5.0
161,115.0
162,5.0
163,5.0
164,10.0
165,55.0
166,5.0
168,20.0
169,5.0
171,70.0
174,5.0
178,5.0
182,5.0
183,5.0
186,5.0
190,5.0
191,5.0
202,45.0
203,145.0
204,20.0
205,40.0
206,15.0
207,5.0
208,90.0
209,10.0
210,10.0
211,35.0
212,5.0
213,10.0
215,65.0
219,5.0
221,5.0
223,15.0
224,5.0
226,10.0
227,15.0
228,25.0
230,15.0
231,80.0
234,5.0
241,5.0
243,5.0
244,5.0
248,10.0
252,5.0
254,10.0
255,5.0
257,5.0
263,45.0
264,10.0
266,5.0
269,5.0
285,5.0
293,5.0
298,5.0
302,5.0
311,5.0
315,5.0
317,5.0
324,5.0
339,5.0
340,35.0
341,10.0
342,30.0
348,5.0
349,10.0
354,10.0
359,30.0
361,5.0
363,5.0
366,5.0
367,5.0
369,10.0
372,5.0
376,5.0
385,30.0
387,55.0
396,5.0
400,10.0
401,5.0
402,5.0
408,5.0
411,25.0
413,5.0
428,10.0
429,90.0
431,5.0
437,5.0
438,105.0
441,170.0
446,5.0
449,5.0
454,30.0
455,5.0
456,10.0
457,10.0
465,15.0
468,10.0
469,5.0
470,40.0
471,35.0
475,5.0
477,40.0
479,10.0
480,10.0
484,5.0
485,20.0
487,10.0
496,5.0
497,5.0
500,5.0
503,10.0
506,30.0
507,25.0
508,15.0
509,15.0
510,30.0
514,10.0
516,5.0
517,15.0
518,5.0
522,5.0
524,10.0
526,5.0
528,10.0
530,5.0
534,15.0
537,5.0
540,5.0
548,5.0
551,30.0
558,5.0
559,5.0
560,5.0
562,5.0
563,5.0
564,10.0
566,5.0
572,5.0
573,5.0
586,15.0
587,10.0
588,5.0
591,10.0
592,5.0
593,5.0
596,5.0
598,5.0
600,10.0
601,20.0
605,5.0
608,5.0
610,10.0
611,5.0
620,5.0
625,5.0
627,5.0
636,40.0
637,20.0
647,5.0
654,5.0
662,5.0
667,5.0
669,5.0
670,5.0
671,5.0
672,10.0
683,5.0
684,5.0
687,5.0
689,10.0
700,85.0
702,5.0
703,10.0
706,5.0
707,50.0
709,5.0
711,30.0
713,5.0
720,10.0
726,10.0
732,5.0
737,5.0
740,5.0
741,10.0
748,40.0
754,5.0
759,20.0
760,5.0
761,5.0
765,10.0
768,10.0
769,5.0
773,5.0
782,5.0
799,5.0
801,10.0
803,35.0
804,5.0
810,5.0
814,25.0
815,5.0
816,5.0
818,5.0
821,5.0
823,10.0
826,5.0
832,5.0
835,15.0
836,10.0
837,10.0
839,35.0
841,5.0
843,40.0
846,5.0
847,5.0
852,10.0
855,5.0
857,5.0
859,10.0
861,10.0
864,5.0
873,5.0
874,10.0
875,25.0
878,15.0
882,10.0
883,40.0
884,5.0
885,5.0
889,5.0
900,5.0
911,5.0
913,5.0
915,5.0
916,5.0
917,25.0
918,20.0
919,20.0
921,5.0
924,10.0
928,15.0
930,25.0
932,5.0
938,5.0
940,5.0
941,5.0
942,5.0
943,5.0
946,15.0
947,40.0
949,5.0
950,5.0
952,10.0
954,185.0
960,5.0
962,10.0
964,5.0
973,10.0
974,10.0
978,5.0
979,5.0
981,5.0
982,5.0
994,5.0
995,5.0
996,5.0
997,75.0
998,5.0
1001,5.0
1003,5.0
1007,5.0
1008,5.0
1012,5.0
1015,5.0
1019,5.0
1020,35.0
1023,5.0
1036,5.0
1039,5.0
1046,15.0
1049,15.0
1054,5.0
1055,5.0
1056,5.0
1059,5.0
1060,5.0
1061,5.0
1065,5.0
1067,5.0
1068,5.0
1071,20.0
1078,40.0
1081,10.0
1082,10.0
1084,5.0
1085,15.0
1093,60.0
1095,5.0
1096,5.0
1106,5.0
1107,5.0
1110,15.0
1112,20.0
1113,25.0
1115,10.0
1116,10.0
1117,5.0
1124,20.0
1125,10.0
1126,5.0
1128,15.0
1136,5.0
1153,10.0
1156,55.0
1157,5.0
1159,10.0
1160,10.0
1162,25.0
1165,10.0
1183,5.0
1187,5.0
1191,50.0
1192,5.0
1197,5.0
1199,45.0
1202,10.0
1206,15.0
1209,10.0
1211,5.0
1212,10.0
1214,5.0
1216,5.0
1219,5.0
1226,5.0
1227,20.0
1228,40.0
1231,5.0
1233,25.0
1234,20.0
1237,10.0
1240,5.0
1241,5.0
1242,5.0
1243,5.0
1254,5.0
1258,20.0
1264,10.0
1267,5.0
1271,5.0
1278,10.0
1281,5.0
1285,10.0
1287,10.0
1288,65.0
1289,10.0
1292,40.0
1293,5.0
1295,10.0
1297,5.0
1300,5.0
1301,5.0
1302,5.0
1303,5.0
1306,30.0
1310,20.0
1314,5.0
1315,5.0
1317,35.0
1318,145.0
1324,5.0
1326,30.0
1327,5.0
1333,20.0
1334,30.0
1335,10.0
1336,15.0
1338,5.0
1339,5.0
1341,5.0
1345,20.0
1346,25.0
1350,5.0
1366,65.0
1367,35.0
1368,25.0
1372,5.0
1376,35.0
1379,15.0
1388,5.0
1389,10.0
1391,5.0
1392,5.0
1402,10.0
1403,5.0
1404,25.0
1405,5.0
1406,70.0
1408,5.0
1409,10.0
1413,140.0
1421,5.0
1423,15.0
1425,5.0
1430,20.0
1433,5.0
1437,5.0
1440,10.0
1441,10.0
1444,10.0
1461,10.0
1465,5.0
1467,120.0
1470,35.0
1472,5.0
1474,5.0
1477,25.0
1479,5.0
1480,5.0
1489,5.0
1501,15.0
1502,5.0
1503,15.0
1508,5.0
1511,10.0
1519,20.0
1520,5.0
1521,5.0
1524,5.0
1530,10.0
1531,5.0
1540,5.0
1545,50.0
1553,10.0
1554,25.0
1555,95.0
1556,5.0
1557,5.0
1559,10.0
1561,5.0
1562,5.0
1563,10.0
1568,5.0
1569,5.0
1573,5.0
1580,5.0
1586,5.0
1593,5.0
1594,50.0
1598,5.0
1602,5.0
1606,15.0
1607,5.0
1608,30.0
1609,20.0
1610,5.0
1612,5.0
1614,5.0
1616,10.0
1618,10.0
1623,5.0
1627,5.0
1628,10.0
1633,5.0
1634,10.0
1638,20.0
1649,10.0
1650,5.0
1651,5.0
1654,10.0
1655,10.0
1656,5.0
1660,10.0
1661,5.0
1664,40.0
1665,10.0
1666,15.0
1670,10.0
1676,5.0
1677,10.0
1680,5.0
1682,15.0
1683,5.0
1685,60.0
1686,5.0
1705,20.0
1707,5.0
1708,5.0
1715,5.0
1726,5.0
1734,10.0
1735,10.0
1741,5.0
1744,5.0
1745,20.0
1748,5.0
1750,70.0
1751,5.0
1753,5.0
1761,5.0
1769,5.0
1770,10.0
1771,5.0
1773,40.0
1777,10.0
1779,55.0
1791,5.0
1794,5.0
1802,5.0
1809,25.0
1811,5.0
1812,5.0
1814,85.0
1819,25.0
1820,5.0
1829,10.0
1832,5.0
1844,15.0
1847,65.0
1848,5.0
1850,5.0
1856,5.0
1857,5.0
1859,5.0
1861,20.0
1862,45.0
1878,5.0
1880,5.0
1882,15.0
1883,5.0
1885,10.0
1887,5.0
1889,20.0
1890,20.0
1894,35.0
1900,5.0
1904,5.0
1906,5.0
1907,5.0
1916,5.0
1917,10.0
1921,5.0
1922,30.0
1928,10.0
1929,10.0
1933,5.0
1946,5.0
1949,20.0
1950,25.0
1951,10.0
1952,10.0
1953,40.0
1954,5.0
1956,5.0
1958,5.0
1960,5.0
1961,5.0
1962,5.0
1970,5.0
1972,10.0
1978,5.0
1985,30.0
1987,20.0
1989,35.0
1991,10.0
1995,5.0
2002,5.0
2009,5.0
2010,10.0
2011,5.0
2015,5.0
2018,5.0
2021,5.0
2022,105.0
2023,5.0
2024,5.0
2027,20.0
2029,5.0
2031,5.0
2032,50.0
2035,5.0
2036,5.0
2037,10.0
2040,40.0
2044,5.0
2048,5.0
2051,5.0
2053,5.0
2054,5.0
2058,30.0
2063,10.0
2064,15.0
2068,10.0
2069,5.0
2070,15.0
2072,10.0
2082,5.0
2083,5.0
2085,20.0
2086,50.0
2091,20.0
2094,5.0
2100,5.0
2103,5.0
2106,15.0
